year,mineral,country,is_rare_earth,end_use,mine_production_tonnes,production_share_pct,reserves_tonnes,years_of_reserves,refined_share_pct,price_usd_per_tonne,demand_growth_pct,export_control_active,hhi,top_country_share_pct,supply_risk_score,high_supply_risk,disruption,disruption_next_year
2025,Indium,France,0,display,92.2,8.12,4518.0,49.0,6.5,298906.49,5.6,0,0.3997,61.37,43.2,0,0,0.0
2026,Indium,France,0,display,97.6,7.9,5715.0,58.6,6.32,317947.99,9.9,0,0.3708,55.14,34.8,0,0,
2015,Indium,Japan,0,display,77.4,9.35,4537.0,58.6,7.48,273547.69,5.8,0,0.3937,60.55,29.6,0,0,0.0
2016,Indium,Japan,0,display,85.7,10.58,4783.0,55.8,8.46,232218.19,7.9,0,0.3885,59.7,26.5,0,0,0.0
2017,Indium,Japan,0,display,87.0,10.04,827.0,9.5,8.03,274675.4,7.1,0,0.3846,58.59,38.9,0,0,0.0
2018,Indium,Japan,0,display,95.9,10.62,3753.0,39.1,8.49,263448.23,7.3,0,0.3752,56.53,25.6,0,0,0.0
2019,Indium,Japan,0,display,94.3,10.27,5222.0,55.4,8.21,255726.19,7.0,0,0.3904,59.61,34.4,0,0,0.0
2020,Indium,Japan,0,display,97.8,9.8,4481.0,45.8,7.84,293544.41,2.9,0,0.3861,57.69,28.5,0,0,0.0
2021,Indium,Japan,0,display,110.3,10.62,5303.0,48.1,8.49,312007.89,4.4,0,0.3778,57.18,24.1,0,0,0.0
2022,Indium,Japan,0,display,111.7,10.32,5970.0,53.4,8.25,326743.76,7.1,0,0.3762,56.38,32.4,0,0,0.0
2023,Indium,Japan,0,display,116.6,10.4,4542.0,39.0,8.32,318885.0,3.6,0,0.3701,55.37,32.4,0,0,0.0
2024,Indium,Japan,0,display,122.0,10.36,7158.0,58.7,8.29,319228.59,4.0,0,0.3755,55.96,33.6,0,0,0.0
2025,Indium,Japan,0,display,115.2,10.15,4055.0,35.2,8.12,298906.49,1.9,0,0.3997,61.37,35.6,0,0,0.0
2026,Indium,Japan,0,display,129.2,10.46,1061.0,8.2,8.37,317947.99,6.9,0,0.3708,55.14,32.6,0,0,
2015,Indium,SouthKorea,0,display,124.7,15.06,6562.0,52.6,12.05,273547.69,2.3,0,0.3937,60.55,23.3,0,0,0.0
2016,Indium,SouthKorea,0,display,125.3,15.47,7012.0,56.0,12.38,232218.19,3.2,0,0.3885,59.7,15.2,0,0,0.0
2017,Indium,SouthKorea,0,display,132.1,15.24,3514.0,26.6,12.19,274675.4,5.0,0,0.3846,58.59,32.1,0,0,0.0
2018,Indium,SouthKorea,0,display,131.1,14.52,5748.0,43.8,11.61,263448.23,10.4,0,0.3752,56.53,34.7,0,0,0.0
2019,Indium,SouthKorea,0,display,142.9,15.55,3870.0,27.1,12.44,255726.19,7.9,0,0.3904,59.61,32.9,0,0,0.0
2020,Indium,SouthKorea,0,display,143.6,14.4,3243.0,22.6,11.52,293544.41,7.1,0,0.3861,57.69,25.2,0,0,0.0
2021,Indium,SouthKorea,0,display,152.2,14.66,3792.0,24.9,11.73,312007.89,11.8,0,0.3778,57.18,25.2,0,0,0.0
2022,Indium,SouthKorea,0,display,159.4,14.72,8808.0,55.3,11.78,326743.76,2.6,0,0.3762,56.38,33.2,0,0,0.0
2023,Indium,SouthKorea,0,display,173.1,15.46,3636.0,21.0,12.36,318885.0,9.6,0,0.3701,55.37,29.0,0,0,0.0
2024,Indium,SouthKorea,0,display,172.6,14.65,4444.0,25.8,11.72,319228.59,6.4,0,0.3755,55.96,22.3,0,0,0.0
2025,Indium,SouthKorea,0,display,166.1,14.64,3794.0,22.9,11.71,298906.49,6.9,0,0.3997,61.37,41.9,0,0,0.0
2026,Indium,SouthKorea,0,display,175.6,14.22,3885.0,22.1,11.38,317947.99,3.8,0,0.3708,55.14,22.7,0,0,
2015,Lanthanum,Australia,1,catalyst,5220.9,11.34,276063.0,52.9,9.07,2200.0,6.6,0,0.4608,62.93,37.7,0,0,0.0
2016,Lanthanum,Australia,1,catalyst,6079.0,12.37,278965.0,45.9,9.9,1980.0,2.6,0,0.4498,62.5,33.6,0,0,0.0
2017,Lanthanum,Australia,1,catalyst,6031.6,11.96,252449.0,41.9,9.57,2420.0,1.2,0,0.4511,62.79,38.9,0,0,0.0
2018,Lanthanum,Australia,1,catalyst,6713.3,12.91,91231.0,13.6,10.33,2640.0,9.5,0,0.4571,67.0,45.3,0,0,0.0
2019,Lanthanum,Australia,1,catalyst,7005.9,12.95,358817.0,51.2,10.36,2200.0,3.6,0,0.4454,63.73,32.8,0,0,0.0
2020,Lanthanum,Australia,1,catalyst,6666.7,12.37,299488.0,44.9,9.9,2420.0,7.0,0,0.4616,66.17,38.0,0,0,1.0
2021,Lanthanum,Australia,1,catalyst,6978.5,12.65,185891.0,26.6,10.12,4180.0,8.3,0,0.4579,66.19,38.3,0,1,0.0
2022,Lanthanum,Australia,1,catalyst,7085.7,12.39,204631.0,28.9,9.91,4620.0,4.1,0,0.4428,62.59,35.6,0,0,0.0
2023,Lanthanum,Australia,1,catalyst,8079.9,12.65,467690.0,57.9,10.12,3080.0,5.1,0,0.4454,66.02,27.8,0,0,0.0
2024,Lanthanum,Australia,1,catalyst,8768.4,13.41,364775.0,41.6,10.73,2640.0,11.2,0,0.4307,64.82,42.9,0,0,0.0
2025,Lanthanum,Australia,1,catalyst,9063.5,14.19,475605.0,52.5,11.35,3520.0,3.3,0,0.4253,62.69,27.6,0,0,0.0
2026,Lanthanum,Australia,1,catalyst,9059.6,13.28,263143.0,29.0,10.62,3960.0,8.3,0,0.4203,59.98,36.8,0,0,
2015,Lanthanum,China,1,catalyst,28981.3,62.93,1321693.0,45.6,94.4,2200.0,8.5,0,0.4608,62.93,50.5,1,0,0.0
2016,Lanthanum,China,1,catalyst,30706.5,62.5,937247.0,30.5,93.74,1980.0,3.9,0,0.4498,62.5,39.9,0,0,0.0
2017,Lanthanum,China,1,catalyst,31670.0,62.79,473679.0,15.0,94.18,2420.0,10.2,0,0.4511,62.79,39.7,0,0,0.0
2018,Lanthanum,China,1,catalyst,34836.8,67.0,915624.0,26.3,100.0,2640.0,10.6,0,0.4571,67.0,59.3,1,0,0.0
2019,Lanthanum,China,1,catalyst,34464.6,63.73,1117263.0,32.4,95.59,2200.0,4.9,0,0.4454,63.73,57.0,1,0,0.0
2020,Lanthanum,China,1,catalyst,35656.8,66.17,1551085.0,43.5,99.26,2420.0,1.3,0,0.4616,66.17,45.1,0,0,1.0
2021,Lanthanum,China,1,catalyst,36506.8,66.19,609044.0,16.7,99.28,4180.0,4.9,0,0.4579,66.19,48.7,1,1,0.0
2022,Lanthanum,China,1,catalyst,35792.6,62.59,2009364.0,56.1,93.88,4620.0,7.3,0,0.4428,62.59,37.1,0,0,0.0
2023,Lanthanum,China,1,catalyst,42167.4,66.02,2390685.0,56.7,99.03,3080.0,3.5,0,0.4454,66.02,39.7,0,0,0.0
2024,Lanthanum,China,1,catalyst,42384.2,64.82,2249517.0,53.1,97.23,2640.0,4.5,0,0.4307,64.82,43.8,0,0,0.0
2025,Lanthanum,China,1,catalyst,40037.8,62.69,912525.0,22.8,94.04,3520.0,6.5,0,0.4253,62.69,50.1,1,0,0.0
2026,Lanthanum,China,1,catalyst,40927.8,59.98,365762.0,8.9,89.97,3960.0,8.0,0,0.4203,59.98,45.7,0,0,
2015,Lanthanum,India,1,catalyst,2365.0,5.14,94952.0,40.1,4.11,2200.0,10.3,0,0.4608,62.93,36.1,0,0,0.0
2016,Lanthanum,India,1,catalyst,2381.3,4.85,137622.0,57.8,3.88,1980.0,12.9,0,0.4498,62.5,35.3,0,0,0.0
2017,Lanthanum,India,1,catalyst,2658.8,5.27,102581.0,38.6,4.22,2420.0,5.8,0,0.4511,62.79,34.8,0,0,0.0
2018,Lanthanum,India,1,catalyst,2825.4,5.43,165732.0,58.7,4.35,2640.0,5.8,0,0.4571,67.0,41.7,0,0,0.0
2019,Lanthanum,India,1,catalyst,2691.7,4.98,97022.0,36.0,3.98,2200.0,7.6,0,0.4454,63.73,34.0,0,0,0.0
2020,Lanthanum,India,1,catalyst,2825.7,5.24,120301.0,42.6,4.2,2420.0,3.8,0,0.4616,66.17,36.3,0,0,1.0
2021,Lanthanum,India,1,catalyst,2945.6,5.34,51214.0,17.4,4.27,4180.0,5.0,0,0.4579,66.19,40.1,0,1,0.0
2022,Lanthanum,India,1,catalyst,3012.0,5.27,131996.0,43.8,4.21,4620.0,11.8,0,0.4428,62.59,33.2,0,0,0.0
2023,Lanthanum,India,1,catalyst,3701.5,5.8,213318.0,57.6,4.64,3080.0,8.4,0,0.4454,66.02,42.5,0,0,0.0
2024,Lanthanum,India,1,catalyst,3849.3,5.89,95948.0,24.9,4.71,2640.0,3.3,0,0.4307,64.82,36.3,0,0,0.0
2025,Lanthanum,India,1,catalyst,3474.3,5.44,165490.0,47.6,4.35,3520.0,7.9,0,0.4253,62.69,31.2,0,0,0.0
2026,Lanthanum,India,1,catalyst,3784.6,5.55,57256.0,15.1,4.44,3960.0,9.0,0,0.4203,59.98,33.6,0,0,
2015,Lanthanum,Russia,1,catalyst,1766.2,3.84,48599.0,27.5,3.07,2200.0,4.5,0,0.4608,62.93,35.9,0,0,0.0
2016,Lanthanum,Russia,1,catalyst,1988.4,4.05,109899.0,55.3,3.24,1980.0,7.0,0,0.4498,62.5,47.8,0,0,0.0
2017,Lanthanum,Russia,1,catalyst,2203.4,4.37,86865.0,39.4,3.49,2420.0,9.0,0,0.4511,62.79,44.3,0,0,0.0
2018,Lanthanum,Russia,1,catalyst,2202.3,4.24,90050.0,40.9,3.39,2640.0,6.9,0,0.4571,67.0,49.2,1,0,0.0
2019,Lanthanum,Russia,1,catalyst,2282.9,4.22,59314.0,26.0,3.38,2200.0,5.5,0,0.4454,63.73,49.3,1,0,0.0
2020,Lanthanum,Russia,1,catalyst,2312.0,4.29,91197.0,39.4,3.43,2420.0,3.8,0,0.4616,66.17,40.5,0,0,1.0
2021,Lanthanum,Russia,1,catalyst,2282.9,4.14,74816.0,32.8,3.31,4180.0,4.9,0,0.4579,66.19,45.5,0,1,0.0
2022,Lanthanum,Russia,1,catalyst,2411.4,4.22,107302.0,44.5,3.37,4620.0,7.6,0,0.4428,62.59,40.9,0,0,0.0
2023,Lanthanum,Russia,1,catalyst,2651.5,4.15,117330.0,44.3,3.32,3080.0,6.8,0,0.4454,66.02,46.0,0,0,0.0
2024,Lanthanum,Russia,1,catalyst,3052.7,4.67,157702.0,51.7,3.74,2640.0,7.1,0,0.4307,64.82,45.4,0,0,0.0
2025,Lanthanum,Russia,1,catalyst,3012.0,4.72,27895.0,9.3,3.77,3520.0,10.8,0,0.4253,62.69,46.6,0,0,0.0
2026,Lanthanum,Russia,1,catalyst,3163.9,4.64,187432.0,59.2,3.71,3960.0,7.9,0,0.4203,59.98,41.3,0,0,
2015,Lanthanum,USA,1,catalyst,6208.6,13.48,188272.0,30.3,10.79,2200.0,3.3,0,0.4608,62.93,42.3,0,0,0.0
2016,Lanthanum,USA,1,catalyst,6837.9,13.92,75992.0,11.1,11.13,1980.0,4.6,0,0.4498,62.5,35.4,0,0,0.0
2017,Lanthanum,USA,1,catalyst,6743.4,13.37,129980.0,19.3,10.7,2420.0,2.5,0,0.4511,62.79,31.6,0,0,0.0
2018,Lanthanum,USA,1,catalyst,7243.8,13.93,177220.0,24.5,11.15,2640.0,4.6,0,0.4571,67.0,36.8,0,0,0.0
2019,Lanthanum,USA,1,catalyst,7795.0,14.41,248278.0,31.9,11.53,2200.0,9.4,0,0.4454,63.73,34.9,0,0,0.0
2020,Lanthanum,USA,1,catalyst,7256.2,13.47,110923.0,15.3,10.77,2420.0,5.4,0,0.4616,66.17,38.1,0,0,1.0
2021,Lanthanum,USA,1,catalyst,7630.3,13.83,257305.0,33.7,11.07,4180.0,3.0,0,0.4579,66.19,35.1,0,1,0.0
2022,Lanthanum,USA,1,catalyst,8194.7,14.33,71878.0,8.8,11.46,4620.0,6.4,0,0.4428,62.59,45.2,0,0,0.0
2023,Lanthanum,USA,1,catalyst,9709.5,15.2,374612.0,38.6,12.16,3080.0,7.1,0,0.4454,66.02,34.8,0,0,0.0
2024,Lanthanum,USA,1,catalyst,10065.0,15.39,117599.0,11.7,12.31,2640.0,0.2,0,0.4307,64.82,46.2,0,0,0.0
2025,Lanthanum,USA,1,catalyst,9354.0,14.65,447637.0,47.9,11.72,3520.0,3.5,0,0.4253,62.69,35.1,0,0,0.0
2026,Lanthanum,USA,1,catalyst,9944.2,14.57,588344.0,59.2,11.66,3960.0,10.4,0,0.4203,59.98,29.2,0,0,
2015,Lithium,Argentina,0,battery,4636.2,13.61,273170.0,58.9,10.88,12000.0,24.0,0,0.2963,41.65,19.1,0,0,0.0
2016,Lithium,Argentina,0,battery,5089.0,12.41,110259.0,21.7,9.93,16800.0,17.4,0,0.2901,38.79,26.1,0,0,0.0
2017,Lithium,Argentina,0,battery,5695.5,12.63,122851.0,21.6,10.11,21600.0,17.3,0,0.2988,41.46,30.5,0,0,0.0
2018,Lithium,Argentina,0,battery,6455.7,12.65,185868.0,28.8,10.12,19200.0,19.3,0,0.2966,41.16,19.0,0,0,0.0
2019,Lithium,Argentina,0,battery,7990.6,13.8,266941.0,33.4,11.04,13200.0,36.4,0,0.2917,42.32,27.5,0,0,0.0
2020,Lithium,Argentina,0,battery,8623.9,13.19,197533.0,22.9,10.55,10800.0,16.3,0,0.2926,40.43,19.5,0,0,1.0
2021,Lithium,Argentina,0,battery,10620.3,13.62,354582.0,33.4,10.9,31200.0,27.0,0,0.2934,41.81,23.0,0,1,1.0
2022,Lithium,Argentina,0,battery,11901.4,13.57,321933.0,27.1,10.86,78000.0,15.5,0,0.2842,38.91,21.3,0,1,0.0
2023,Lithium,Argentina,0,battery,13564.9,14.23,175369.0,12.9,11.38,36000.0,22.0,0,0.2841,39.88,30.3,0,0,0.0
2024,Lithium,Argentina,0,battery,16369.9,13.8,663194.0,40.5,11.04,15600.0,28.7,0,0.2827,38.11,14.0,0,0,0.0
2025,Lithium,Argentina,0,battery,18473.1,14.93,960015.0,52.0,11.95,13200.0,14.7,0,0.2799,39.53,27.8,0,0,0.0
2026,Lithium,Argentina,0,battery,19961.0,14.15,692545.0,34.7,11.32,14400.0,13.8,0,0.2861,39.1,17.0,0,0,
2015,Lithium,Australia,0,battery,14193.6,41.65,282911.0,19.9,33.32,12000.0,22.0,0,0.2963,41.65,22.6,0,0,0.0
2016,Lithium,Australia,0,battery,15901.5,38.79,532315.0,33.5,31.03,16800.0,21.8,0,0.2901,38.79,23.0,0,0,0.0
2017,Lithium,Australia,0,battery,18690.3,41.46,481001.0,25.7,33.17,21600.0,22.2,0,0.2988,41.46,17.4,0,0,0.0
2018,Lithium,Australia,0,battery,21007.5,41.16,198641.0,9.5,32.93,19200.0,21.4,0,0.2966,41.16,20.2,0,0,0.0
2019,Lithium,Australia,0,battery,24498.2,42.32,427218.0,17.4,33.85,13200.0,24.4,0,0.2917,42.32,17.5,0,0,0.0
2020,Lithium,Australia,0,battery,26432.3,40.43,594651.0,22.5,32.34,10800.0,27.0,0,0.2926,40.43,22.2,0,0,1.0
2021,Lithium,Australia,0,battery,32606.3,41.81,1727693.0,53.0,33.45,31200.0,29.0,0,0.2934,41.81,28.3,0,1,1.0
2022,Lithium,Australia,0,battery,34123.1,38.91,1901277.0,55.7,31.13,78000.0,11.7,0,0.2842,38.91,20.9,0,1,0.0
2023,Lithium,Australia,0,battery,38025.2,39.88,2218995.0,58.4,31.91,36000.0,30.9,0,0.2841,39.88,21.3,0,0,0.0
2024,Lithium,Australia,0,battery,45196.3,38.11,1558328.0,34.5,30.49,15600.0,20.7,0,0.2827,38.11,15.1,0,0,0.0
2025,Lithium,Australia,0,battery,48900.3,39.53,508453.0,10.4,31.62,13200.0,20.3,0,0.2799,39.53,20.2,0,0,0.0
2026,Lithium,Australia,0,battery,55151.8,39.1,2111855.0,38.3,31.28,14400.0,13.8,0,0.2861,39.1,20.0,0,0,
2015,Lithium,Chile,0,battery,9671.5,28.38,475590.0,49.2,22.71,12000.0,14.5,0,0.2963,41.65,12.3,0,0,0.0
2016,Lithium,Chile,0,battery,12504.9,30.5,333117.0,26.6,24.4,16800.0,22.5,0,0.2901,38.79,16.7,0,0,0.0
2017,Lithium,Chile,0,battery,12937.9,28.7,319461.0,24.7,22.96,21600.0,34.3,0,0.2988,41.46,27.5,0,0,0.0
2018,Lithium,Chile,0,battery,15667.0,30.7,830068.0,53.0,24.56,19200.0,31.0,0,0.2966,41.16,17.3,0,0,0.0
2019,Lithium,Chile,0,battery,18094.7,31.25,889502.0,49.2,25.0,13200.0,16.0,0,0.2917,42.32,26.1,0,0,0.0
2020,Lithium,Chile,0,battery,21262.4,32.52,1259981.0,59.3,26.02,10800.0,25.0,0,0.2926,40.43,27.8,0,0,1.0
2021,Lithium,Chile,0,battery,24338.9,31.21,223895.0,9.2,24.97,31200.0,13.9,0,0.2934,41.81,18.6,0,1,1.0
2022,Lithium,Chile,0,battery,27014.2,30.8,225038.0,8.3,24.64,78000.0,5.1,0,0.2842,38.91,27.0,0,1,0.0
2023,Lithium,Chile,0,battery,28841.8,30.25,1719055.0,59.6,24.2,36000.0,6.1,0,0.2841,39.88,26.6,0,0,0.0
2024,Lithium,Chile,0,battery,36996.4,31.19,386537.0,10.4,24.96,15600.0,20.5,0,0.2827,38.11,23.5,0,0,0.0
2025,Lithium,Chile,0,battery,38945.3,31.48,2102624.0,54.0,25.19,13200.0,18.1,0,0.2799,39.53,24.3,0,0,0.0
2026,Lithium,Chile,0,battery,46508.0,32.97,1779373.0,38.3,26.38,14400.0,18.7,0,0.2861,39.1,17.9,0,0,
2015,Lithium,China,0,battery,3528.5,10.35,194356.0,55.1,15.53,12000.0,28.5,0,0.2963,41.65,32.8,0,0,0.0
2016,Lithium,China,0,battery,4491.8,10.96,95525.0,21.3,16.44,16800.0,7.5,0,0.2901,38.79,31.4,0,0,0.0
2017,Lithium,China,0,battery,4792.0,10.63,80401.0,16.8,15.94,21600.0,26.4,0,0.2988,41.46,31.3,0,0,0.0
2018,Lithium,China,0,battery,5501.4,10.78,194074.0,35.3,16.17,19200.0,27.0,0,0.2966,41.16,35.6,0,0,0.0
2019,Lithium,China,0,battery,6668.5,11.52,158182.0,23.7,17.28,13200.0,16.1,0,0.2917,42.32,30.1,0,0,0.0
2020,Lithium,China,0,battery,7160.5,10.95,419369.0,58.6,16.43,10800.0,20.1,0,0.2926,40.43,34.7,0,0,1.0
2021,Lithium,China,0,battery,8563.7,10.98,350405.0,40.9,16.47,31200.0,23.6,0,0.2934,41.81,25.7,0,1,1.0
2022,Lithium,China,0,battery,10694.5,12.19,228542.0,21.4,18.29,78000.0,27.9,0,0.2842,38.91,29.9,0,1,0.0
2023,Lithium,China,0,battery,10979.6,11.52,563518.0,51.3,17.27,36000.0,11.5,0,0.2841,39.88,23.2,0,0,0.0
2024,Lithium,China,0,battery,13919.5,11.74,572327.0,41.1,17.6,15600.0,15.3,0,0.2827,38.11,35.7,0,0,0.0
2025,Lithium,China,0,battery,15052.0,12.17,669786.0,44.5,18.25,13200.0,21.5,0,0.2799,39.53,28.9,0,0,0.0
2026,Lithium,China,0,battery,15826.9,11.22,855077.0,54.0,16.83,14400.0,25.4,0,0.2861,39.1,18.0,0,0,
2015,Lithium,Zimbabwe,0,battery,1388.1,4.07,81308.0,58.6,3.26,12000.0,19.7,0,0.2963,41.65,24.4,0,0,0.0
2016,Lithium,Zimbabwe,0,battery,1762.6,4.3,66631.0,37.8,3.44,16800.0,19.8,0,0.2901,38.79,17.5,0,0,0.0
2017,Lithium,Zimbabwe,0,battery,1759.6,3.9,78622.0,44.7,3.12,21600.0,21.6,0,0.2988,41.46,16.9,0,0,0.0
2018,Lithium,Zimbabwe,0,battery,2088.4,4.09,48358.0,23.2,3.27,19200.0,22.3,0,0.2966,41.16,16.2,0,0,0.0
2019,Lithium,Zimbabwe,0,battery,2525.1,4.36,28127.0,11.1,3.49,13200.0,26.1,0,0.2917,42.32,30.2,0,0,0.0
2020,Lithium,Zimbabwe,0,battery,2766.7,4.23,33963.0,12.3,3.39,10800.0,21.1,0,0.2926,40.43,20.1,0,0,1.0
2021,Lithium,Zimbabwe,0,battery,3339.7,4.28,195713.0,58.6,3.43,31200.0,33.1,0,0.2934,41.81,17.1,0,1,1.0
2022,Lithium,Zimbabwe,0,battery,3502.0,3.99,155367.0,44.4,3.19,78000.0,19.9,0,0.2842,38.91,21.3,0,1,0.0
2023,Lithium,Zimbabwe,0,battery,4252.4,4.46,150209.0,35.3,3.57,36000.0,30.4,0,0.2841,39.88,30.8,0,0,0.0
2024,Lithium,Zimbabwe,0,battery,4946.8,4.17,203378.0,41.1,3.34,15600.0,23.1,0,0.2827,38.11,20.7,0,0,0.0
2025,Lithium,Zimbabwe,0,battery,5511.6,4.46,175053.0,31.8,3.56,13200.0,19.6,0,0.2799,39.53,20.7,0,0,0.0
2026,Lithium,Zimbabwe,0,battery,6032.6,4.28,102031.0,16.9,3.42,14400.0,20.6,0,0.2861,39.1,23.1,0,0,
2015,Manganese,Australia,0,battery,2929343.2,15.85,92873930.0,31.7,12.68,1858.5,14.5,0,0.206,35.55,11.5,0,0,0.0
2016,Manganese,Australia,0,battery,2912984.7,14.72,113851339.0,39.1,11.78,1912.3,16.3,0,0.2039,35.51,14.3,0,0,0.0
2017,Manganese,Australia,0,battery,3871036.3,15.86,206315458.0,53.3,12.68,1952.98,23.8,0,0.1973,31.94,8.9,0,0,0.0
2018,Manganese,Australia,0,battery,4114403.8,15.47,63812325.0,15.5,12.37,1960.87,29.5,0,0.199,34.42,8.5,0,0,0.0
2019,Manganese,Australia,0,battery,4403568.5,14.07,119361039.0,27.1,11.26,1914.29,25.5,0,0.199,32.4,4.1,0,0,0.0
2020,Manganese,Australia,0,battery,4875167.1,14.73,51444845.0,10.6,11.78,2216.47,24.3,0,0.2031,36.27,17.9,0,0,0.0
2021,Manganese,Australia,0,battery,5948256.9,15.48,62571968.0,10.5,12.39,1969.88,21.4,0,0.1981,32.98,12.2,0,0,0.0
2022,Manganese,Australia,0,battery,6909746.9,15.95,334843288.0,48.5,12.76,2244.31,24.7,0,0.2051,35.78,13.6,0,0,0.0
2023,Manganese,Australia,0,battery,8469570.4,15.82,282269745.0,33.3,12.66,2208.16,24.0,0,0.2062,35.66,6.0,0,0,0.0
2024,Manganese,Australia,0,battery,8967498.4,15.75,137867085.0,15.4,12.6,2289.14,22.2,0,0.2026,33.46,5.5,0,0,0.0
2025,Manganese,Australia,0,battery,10145514.5,15.83,119600542.0,11.8,12.66,2501.36,19.1,0,0.2045,35.52,25.3,0,0,0.0
2026,Manganese,Australia,0,battery,10868273.0,14.62,161976901.0,14.9,11.7,2296.73,16.9,0,0.1967,33.06,15.7,0,0,
2015,Manganese,Brazil,0,battery,1145876.4,6.2,13414549.0,11.7,4.96,1858.5,23.1,0,0.206,35.55,20.5,0,0,0.0
2016,Manganese,Brazil,0,battery,1184228.0,5.99,57646226.0,48.7,4.79,1912.3,20.6,0,0.2039,35.51,8.7,0,0,0.0
2017,Manganese,Brazil,0,battery,1441938.4,5.91,51812421.0,35.9,4.72,1952.98,24.6,0,0.1973,31.94,16.9,0,0,0.0
2018,Manganese,Brazil,0,battery,1690181.4,6.35,54777186.0,32.4,5.08,1960.87,20.3,0,0.199,34.42,11.6,0,0,0.0
2019,Manganese,Brazil,0,battery,1753327.8,5.6,59516239.0,33.9,4.48,1914.29,16.1,0,0.199,32.4,15.6,0,0,0.0
2020,Manganese,Brazil,0,battery,2124339.9,6.42,91803658.0,43.2,5.14,2216.47,18.0,0,0.2031,36.27,7.7,0,0,0.0
2021,Manganese,Brazil,0,battery,2332025.3,6.07,115833231.0,49.7,4.86,1969.88,25.4,0,0.1981,32.98,12.0,0,0,0.0
2022,Manganese,Brazil,0,battery,2580899.4,5.96,63935111.0,24.8,4.77,2244.31,32.5,0,0.2051,35.78,15.9,0,0,0.0
2023,Manganese,Brazil,0,battery,3049855.0,5.7,62874557.0,20.6,4.56,2208.16,31.5,0,0.2062,35.66,8.0,0,0,0.0
2024,Manganese,Brazil,0,battery,3182458.1,5.59,96582452.0,30.3,4.47,2289.14,12.2,0,0.2026,33.46,11.9,0,0,0.0
2025,Manganese,Brazil,0,battery,3866001.0,6.03,213625796.0,55.3,4.82,2501.36,21.2,0,0.2045,35.52,19.2,0,0,0.0
2026,Manganese,Brazil,0,battery,4266622.0,5.74,191711324.0,44.9,4.59,2296.73,20.9,0,0.1967,33.06,14.1,0,0,
2015,Manganese,China,0,battery,1904396.8,10.3,26345673.0,13.8,15.45,1858.5,23.8,0,0.206,35.55,28.6,0,0,0.0
2016,Manganese,China,0,battery,2270823.8,11.48,47826469.0,21.1,17.22,1912.3,18.4,0,0.2039,35.51,30.9,0,0,0.0
2017,Manganese,China,0,battery,2654514.8,10.87,156961295.0,59.1,16.31,1952.98,24.3,0,0.1973,31.94,21.4,0,0,0.0
2018,Manganese,China,0,battery,3004662.1,11.3,156786045.0,52.2,16.94,1960.87,28.4,0,0.199,34.42,16.2,0,0,0.0
2019,Manganese,China,0,battery,3536154.9,11.3,119124964.0,33.7,16.95,1914.29,19.6,0,0.199,32.4,14.9,0,0,0.0
2020,Manganese,China,0,battery,3890159.2,11.75,83821458.0,21.5,17.63,2216.47,28.2,0,0.2031,36.27,21.9,0,0,0.0
2021,Manganese,China,0,battery,4004620.5,10.42,74601723.0,18.6,15.64,1969.88,8.4,0,0.1981,32.98,19.2,0,0,0.0
2022,Manganese,China,0,battery,4770731.1,11.01,95465772.0,20.0,16.52,2244.31,26.6,0,0.2051,35.78,23.9,0,0,0.0
2023,Manganese,China,0,battery,5885489.2,10.99,328153422.0,55.8,16.49,2208.16,28.6,0,0.2062,35.66,22.3,0,0,0.0
2024,Manganese,China,0,battery,5977336.5,10.5,147414319.0,24.7,15.75,2289.14,27.6,0,0.2026,33.46,27.0,0,0,0.0
2025,Manganese,China,0,battery,6594639.4,10.29,383078046.0,58.1,15.43,2501.36,18.9,0,0.2045,35.52,19.2,0,0,0.0
2026,Manganese,China,0,battery,8618958.5,11.59,200026922.0,23.2,17.39,2296.73,26.0,0,0.1967,33.06,31.0,0,0,
2015,Manganese,Gabon,0,battery,3637378.2,19.68,207450252.0,57.0,15.74,1858.5,16.6,0,0.206,35.55,9.0,0,0,0.0
2016,Manganese,Gabon,0,battery,3753099.0,18.97,41037485.0,10.9,15.18,1912.3,28.9,0,0.2039,35.51,26.0,0,0,0.0
2017,Manganese,Gabon,0,battery,4623952.1,18.94,277211277.0,60.0,15.15,1952.98,15.7,0,0.1973,31.94,21.2,0,0,0.0
2018,Manganese,Gabon,0,battery,5110170.6,19.21,44745109.0,8.8,15.37,1960.87,16.1,0,0.199,34.42,25.6,0,0,0.0
2019,Manganese,Gabon,0,battery,5533928.1,17.68,117521143.0,21.2,14.15,1914.29,25.3,0,0.199,32.4,14.3,0,0,0.0
2020,Manganese,Gabon,0,battery,6420153.0,19.4,106873611.0,16.6,15.52,2216.47,24.1,0,0.2031,36.27,7.1,0,0,0.0
2021,Manganese,Gabon,0,battery,7012913.5,18.26,60711562.0,8.7,14.6,1969.88,23.8,0,0.1981,32.98,8.6,0,0,0.0
2022,Manganese,Gabon,0,battery,8252947.4,19.05,402460424.0,48.8,15.24,2244.31,18.4,0,0.2051,35.78,7.9,0,0,0.0
2023,Manganese,Gabon,0,battery,10322355.9,19.28,228543256.0,22.1,15.43,2208.16,23.0,0,0.2062,35.66,11.8,0,0,0.0
2024,Manganese,Gabon,0,battery,11417387.6,20.05,455716642.0,39.9,16.04,2289.14,26.3,0,0.2026,33.46,12.5,0,0,0.0
